t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
14.02,-11.827,5.4477,3.7482,-0.047219,0.17361,-0.9091,0.37572,-4.1204,-4.0053,-0.32517,0.27256,-0.47253,-0.079455,2.3764,-3.078,0.46825,0,0,0,6.8543,6.8735,6.8588,6.8785,1.7072,5.5983,1.2881,-2.2894,3.2108,-1.948
14.03,-11.868,5.4075,3.745,-0.048346,0.17162,-0.90811,0.37888,-4.0966,-4.0358,-0.32043,0.27242,-0.4746,-0.079432,2.3934,-3.0219,0.48103,0,0,0,6.8544,6.8736,6.859,6.8784,1.6842,5.6301,1.2684,-2.3047,3.1508,-1.9939
14.04,-11.909,5.367,3.7418,-0.049486,0.16962,-0.90711,0.38201,-4.0726,-4.0657,-0.31555,0.27226,-0.47664,-0.079409,2.4101,-2.9654,0.49361,0,0,0,6.8545,6.8736,6.8591,6.8782,1.6611,5.6613,1.2482,-2.32,3.0904,-2.0392
14.05,-11.949,5.3262,3.7387,-0.050639,0.16762,-0.9061,0.38512,-4.0484,-4.0951,-0.31055,0.27208,-0.47865,-0.079386,2.4266,-2.9087,0.50599,0,0,0,6.8547,6.8737,6.8593,6.8781,1.6378,5.6919,1.2276,-2.3351,3.0295,-2.0838
14.06,-11.99,5.2851,3.7356,-0.051806,0.16561,-0.90509,0.38819,-4.024,-4.1239,-0.30543,0.27188,-0.48061,-0.079363,2.4428,-2.8516,0.51816,0,0,0,6.8548,6.8737,6.8595,6.8779,1.6144,5.7219,1.2065,-2.3502,2.968,-2.1277
14.07,-12.03,5.2437,3.7325,-0.052985,0.16359,-0.90408,0.39124,-3.9995,-4.1521,-0.30019,0.27166,-0.48254,-0.079341,2.4589,-2.7942,0.53012,0,0,0,6.8549,6.8738,6.8596,6.8778,1.5908,5.7513,1.185,-2.3652,2.9062,-2.171
14.08,-12.07,5.2021,3.7296,-0.054177,0.16156,-0.90306,0.39426,-3.9749,-4.1798,-0.29483,0.27143,-0.48442,-0.079319,2.4747,-2.7366,0.54186,0,0,0,6.855,6.8738,6.8598,6.8777,1.5671,5.78,1.1631,-2.3801,2.8439,-2.2135
14.09,-12.109,5.1601,3.7267,-0.055382,0.15953,-0.90204,0.39724,-3.95,-4.2069,-0.28935,0.27117,-0.48627,-0.079297,2.4902,-2.6786,0.55338,0,0,0,6.8551,6.8739,6.86,6.8776,1.5432,5.8082,1.1408,-2.3949,2.7812,-2.2553
14.1,-12.149,5.1179,3.7238,-0.056598,0.15749,-0.90102,0.4002,-3.9251,-4.2334,-0.28376,0.2709,-0.48807,-0.079276,2.5055,-2.6204,0.56467,0,0,0,6.8552,6.8739,6.8602,6.8774,1.5192,5.8357,1.118,-2.4096,2.7182,-2.2965
14.11,-12.188,5.0755,3.721,-0.057827,0.15545,-0.89999,0.40313,-3.8999,-4.2593,-0.27806,0.27061,-0.48984,-0.079255,2.5206,-2.5619,0.57574,0,0,0,6.8553,6.874,6.8604,6.8773,1.495,5.8625,1.0948,-2.4242,2.6548,-2.3368
14.12,-12.227,5.0328,3.7182,-0.059067,0.1534,-0.89895,0.40604,-3.8747,-4.2846,-0.27225,0.2703,-0.49157,-0.079233,2.5354,-2.5032,0.58657,0,0,0,6.8553,6.8741,6.8606,6.8772,1.4707,5.8888,1.0713,-2.4388,2.591,-2.3765
14.13,-12.265,4.9898,3.7155,-0.060318,0.15134,-0.89791,0.40891,-3.8492,-4.3093,-0.26633,0.26997,-0.49325,-0.079212,2.55,-2.4442,0.59716,0,0,0,6.8554,6.8741,6.8608,6.8771,1.4463,5.9143,1.0473,-2.4533,2.527,-2.4154
14.14,-12.304,4.9466,3.7129,-0.06158,0.14928,-0.89687,0.41176,-3.8237,-4.3335,-0.26031,0.26964,-0.49489,-0.079191,2.5644,-2.3849,0.60751,0,0,0,6.8555,6.8742,6.8611,6.8771,1.4217,5.9393,1.023,-2.4677,2.4627,-2.4535
14.15,-12.342,4.9031,3.7103,-0.062854,0.14722,-0.89582,0.41458,-3.7979,-4.357,-0.25418,0.26928,-0.49649,-0.07917,2.5784,-2.3254,0.61762,0,0,0,6.8556,6.8743,6.8613,6.877,1.3969,5.9636,0.99824,-2.4821,2.3981,-2.4909
14.16,-12.38,4.8594,3.7078,-0.064137,0.14514,-0.89477,0.41737,-3.7721,-4.38,-0.24796,0.26892,-0.49805,-0.07915,2.5923,-2.2656,0.62748,0,0,0,6.8557,6.8744,6.8615,6.8769,1.372,5.9873,0.97315,-2.4964,2.3333,-2.5274
14.17,-12.417,4.8155,3.7054,-0.065431,0.14306,-0.89372,0.42014,-3.7461,-4.4024,-0.24163,0.26854,-0.49957,-0.079129,2.6059,-2.2056,0.63708,0,0,0,6.8558,6.8745,6.8617,6.8768,1.347,6.0103,0.9477,-2.5106,2.2683,-2.5632
14.18,-12.455,4.7714,3.703,-0.066735,0.14098,-0.89266,0.42287,-3.72,-4.4241,-0.23522,0.26814,-0.50105,-0.079108,2.6192,-2.1454,0.64643,0,0,0,6.8559,6.8746,6.862,6.8767,1.3218,6.0326,0.92189,-2.5247,2.2031,-2.5981
14.19,-12.492,4.727,3.7007,-0.068049,0.13889,-0.8916,0.42559,-3.6937,-4.4453,-0.22871,0.26774,-0.50248,-0.079088,2.6323,-2.085,0.65552,0,0,0,6.856,6.8747,6.8622,6.8767,1.2965,6.0543,0.89573,-2.5388,2.1378,-2.6323
14.2,-12.528,4.6825,3.6984,-0.069372,0.1368,-0.89054,0.42827,-3.6673,-4.4658,-0.22211,0.26733,-0.50387,-0.079068,2.6452,-2.0243,0.66434,0,0,0,6.8561,6.8748,6.8624,6.8766,1.271,6.0754,0.86924,-2.5529,2.0723,-2.6656
14.21,-12.565,4.6377,3.6962,-0.070705,0.1347,-0.88947,0.43093,-3.6408,-4.4858,-0.21542,0.2669,-0.50522,-0.079047,2.6577,-1.9635,0.6729,0,0,0,6.8562,6.8749,6.8626,6.8766,1.2454,6.0958,0.84243,-2.5668,2.0067,-2.6981
14.22,-12.601,4.5928,3.6941,-0.072046,0.1326,-0.8884,0.43356,-3.6142,-4.5051,-0.20865,0.26647,-0.50652,-0.079027,2.6701,-1.9024,0.68119,0,0,0,6.8563,6.875,6.8629,6.8765,1.2197,6.1155,0.81529,-2.5808,1.9411,-2.7297
14.23,-12.637,4.5476,3.6921,-0.073396,0.13049,-0.88732,0.43617,-3.5874,-4.5238,-0.2018,0.26602,-0.50779,-0.079007,2.6821,-1.8412,0.68921,0,0,0,6.8564,6.8751,6.8631,6.8764,1.1938,6.1346,0.78784,-2.5946,1.8753,-2.7604
14.24,-12.673,4.5023,3.6901,-0.074754,0.12838,-0.88624,0.43875,-3.5605,-4.5419,-0.19487,0.26557,-0.50901,-0.078987,2.6939,-1.7797,0.69695,0,0,0,6.8565,6.8753,6.8633,6.8764,1.1678,6.153,0.76008,-2.6085,1.8095,-2.7903
14.25,-12.708,4.4568,3.6882,-0.07612,0.12627,-0.88516,0.44131,-3.5335,-4.5594,-0.18786,0.26511,-0.51018,-0.078967,2.7055,-1.7181,0.70441,0,0,0,6.8566,6.8754,6.8636,6.8763,1.1417,6.1708,0.73203,-2.6222,1.7438,-2.8193
14.26,-12.744,4.4111,3.6863,-0.077495,0.12415,-0.88407,0.44384,-3.5064,-4.5763,-0.18078,0.26465,-0.51132,-0.078948,2.7168,-1.6563,0.71159,0,0,0,6.8567,6.8755,6.8638,6.8763,1.1154,6.1879,0.7037,-2.636,1.678,-2.8473
14.27,-12.779,4.3653,3.6845,-0.078876,0.12203,-0.88298,0.44635,-3.4792,-4.5925,-0.17363,0.26417,-0.51241,-0.078928,2.7278,-1.5944,0.71848,0,0,0,6.8568,6.8757,6.864,6.8762,1.0889,6.2043,0.67509,-2.6497,1.6122,-2.8745
14.28,-12.813,4.3193,3.6828,-0.080266,0.1199,-0.88189,0.44883,-3.4519,-4.6082,-0.16641,0.2637,-0.51346,-0.078909,2.7386,-1.5322,0.72509,0,0,0,6.8569,6.8758,6.8642,6.8762,1.0624,6.2201,0.64621,-2.6633,1.5465,-2.9008
14.29,-12.848,4.2731,3.6812,-0.081662,0.11777,-0.88079,0.45129,-3.4244,-4.6232,-0.15913,0.26322,-0.51447,-0.07889,2.749,-1.47,0.7314,0,0,0,6.857,6.876,6.8644,6.8761,1.0357,6.2353,0.61708,-2.6769,1.4809,-2.9261
14.3,-12.882,4.2268,3.6797,-0.083065,0.11564,-0.87969,0.45373,-3.3969,-4.6375,-0.15178,0.26273,-0.51544,-0.078872,2.7593,-1.4075,0.73743,0,0,0,6.8572,6.8762,6.8646,6.876,1.0088,6.2498,0.58769,-2.6905,1.4154,-2.9505
14.31,-12.916,4.1804,3.6782,-0.084474,0.1135,-0.87859,0.45614,-3.3692,-4.6513,-0.14438,0.26224,-0.51636,-0.078854,2.7692,-1.345,0.74316,0,0,0,6.8573,6.8763,6.8648,6.876,0.98186,6.2636,0.55807,-2.7041,1.3501,-2.9739
14.32,-12.949,4.1338,3.6768,-0.08589,0.11136,-0.87748,0.45852,-3.3415,-4.6644,-0.13692,0.26175,-0.51724,-0.078836,2.7789,-1.2823,0.74859,0,0,0,6.8574,6.8765,6.865,6.8759,0.95475,6.2768,0.52822,-2.7176,1.2849,-2.9963
14.33,-12.982,4.0871,3.6754,-0.087311,0.10922,-0.87637,0.46089,-3.3137,-4.677,-0.12941,0.26126,-0.51808,-0.078819,2.7883,-1.2194,0.75372,0,0,0,6.8575,6.8767,6.8652,6.8758,0.92751,6.2893,0.49815,-2.7311,1.2198,-3.0178
14.34,-13.015,4.0402,3.6742,-0.088738,0.10708,-0.87526,0.46323,-3.2857,-4.6888,-0.12185,0.26076,-0.51888,-0.078802,2.7975,-1.1565,0.75855,0,0,0,6.8576,6.8769,6.8654,6.8757,0.90013,6.3012,0.46787,-2.7445,1.155,-3.0383
14.35,-13.048,3.9933,3.673,-0.090171,0.10493,-0.87414,0.46554,-3.2577,-4.7001,-0.11424,0.26027,-0.51964,-0.078786,2.8063,-1.0934,0.76308,0,0,0,6.8578,6.8771,6.8655,6.8756,0.87262,6.3124,0.43738,-2.758,1.0903,-3.0578
14.36,-13.081,3.9462,3.6719,-0.091609,0.10278,-0.87302,0.46784,-3.2296,-4.7107,-0.10659,0.25977,-0.52036,-0.078771,2.8149,-1.0302,0.7673,0,0,0,6.8579,6.8773,6.8657,6.8756,0.84497,6.323,0.40671,-2.7715,1.0258,-3.0764
14.37,-13.113,3.8991,3.6709,-0.093052,0.10062,-0.8719,0.47011,-3.2014,-4.7207,-0.098894,0.25928,-0.52104,-0.078756,2.8232,-0.96695,0.77121,0,0,0,6.858,6.8775,6.8658,6.8755,0.81719,6.3329,0.37586,-2.785,0.96147,-3.094
14.38,-13.145,3.8518,3.6699,-0.0945,0.098468,-0.87077,0.47236,-3.1731,-4.73,-0.091163,0.25879,-0.52168,-0.078742,2.8313,-0.90357,0.77482,0,0,0,6.8581,6.8777,6.8659,6.8753,0.78927,6.3422,0.34484,-2.7985,0.89728,-3.1107
14.39,-13.176,3.8045,3.669,-0.095951,0.09631,-0.86965,0.47459,-3.1448,-4.7388,-0.083398,0.2583,-0.52227,-0.078729,2.839,-0.84011,0.77811,0,0,0,6.8583,6.8779,6.866,6.8752,0.76122,6.3508,0.31365,-2.8122,0.83322,-3.1264
14.4,-13.207,3.7571,3.6683,-0.097408,0.09415,-0.86851,0.4768,-3.1164,-4.7468,-0.075602,0.25782,-0.52283,-0.078716,2.8465,-0.77656,0.78109,0,0,0,6.8584,6.8781,6.8662,6.8751,0.73302,6.3589,0.28231,-2.8259,0.76929,-3.1412
14.41,-13.238,3.7096,3.6675,-0.098868,0.091987,-0.86738,0.47898,-3.0879,-4.7543,-0.067778,0.25734,-0.52335,-0.078705,2.8537,-0.71293,0.78375,0,0,0,6.8585,6.8783,6.8662,6.875,0.7047,6.3662,0.25083,-2.8398,0.70547,-3.155
14.42,-13.269,3.662,3.6669,-0.10033,0.089823,-0.86624,0.48114,-3.0593,-4.7611,-0.059928,0.25686,-0.52382,-0.078695,2.8606,-0.64923,0.7861,0,0,0,6.8586,6.8786,6.8663,6.8748,0.67623,6.373,0.21921,-2.8538,0.64175,-3.168
14.43,-13.3,3.6143,3.6663,-0.1018,0.087656,-0.86509,0.48329,-3.0307,-4.7673,-0.052057,0.25639,-0.52426,-0.078685,2.8672,-0.58547,0.78814,0,0,0,6.8588,6.8788,6.8664,6.8747,0.64762,6.3791,0.18747,-2.868,0.57812,-3.1801
14.44,-13.33,3.5666,3.6659,-0.10327,0.085488,-0.86395,0.48541,-3.002,-4.7728,-0.044166,0.25592,-0.52466,-0.078677,2.8735,-0.52166,0.78985,0,0,0,6.8589,6.879,6.8664,6.8745,0.61887,6.3845,0.15562,-2.8824,0.51456,-3.1912
14.45,-13.36,3.5189,3.6655,-0.10474,0.083318,-0.8628,0.48751,-2.9732,-4.7777,-0.036261,0.25546,-0.52502,-0.07867,2.8796,-0.45779,0.79125,0,0,0,6.859,6.8792,6.8665,6.8744,0.58997,6.3894,0.12365,-2.8969,0.45107,-3.2015
14.46,-13.389,3.4711,3.6651,-0.10622,0.081147,-0.86165,0.48959,-2.9444,-4.782,-0.028342,0.25501,-0.52534,-0.078664,2.8853,-0.39387,0.79233,0,0,0,6.8591,6.8795,6.8665,6.8742,0.56093,6.3935,0.091589,-2.9117,0.38763,-3.2109
14.47,-13.419,3.4232,3.6649,-0.10769,0.078973,-0.86049,0.49165,-2.9155,-4.7856,-0.020415,0.25457,-0.52562,-0.078659,2.8908,-0.32992,0.79308,0,0,0,6.8592,6.8797,6.8665,6.874,0.53174,6.3971,0.059436,-2.9267,0.32423,-3.2194
14.48,-13.448,3.3754,3.6647,-0.10917,0.076799,-0.85933,0.49369,-2.8865,-4.7886,-0.012482,0.25414,-0.52586,-0.078656,2.896,-0.26593,0.79351,0,0,0,6.8593,6.8799,6.8665,6.8738,0.50239,6.4,0.027203,-2.942,0.26085,-3.2271
14.49,-13.476,3.3275,3.6646,-0.11066,0.074623,-0.85817,0.49571,-2.8576,-4.7909,-0.004546,0.25371,-0.52606,-0.078654,2.9008,-0.20192,0.79362,0,0,0,6.8594,6.8802,6.8665,6.8736,0.4729,6.4023,-0.0051027,-2.9575,0.1975,-3.2339
14.5,-13.505,3.2796,3.6646,-0.11214,0.072446,-0.857,0.49772,-2.8285,-4.7926,0.0033895,0.2533,-0.52623,-0.078654,2.9054,-0.13789,0.79341,0,0,0,6.8595,6.8804,6.8664,6.8733,0.44324,6.404,-0.037473,-2.9734,0.13414,-3.2399
14.51,-13.533,3.2316,3.6647,-0.11363,0.070267,-0.85583,0.4997,-2.7995,-4.7937,0.011321,0.25289,-0.52635,-0.078655,2.9097,-0.07384,0.79288,0,0,0,6.8596,6.8806,6.8663,6.8731,0.41343,6.405,-0.069898,-2.9896,0.070785,-3.2451
14.52,-13.561,3.1837,3.6649,-0.11511,0.068088,-0.85466,0.50166,-2.7703,-4.7941,0.019246,0.2525,-0.52644,-0.078658,2.9137,-0.0097878,0.79201,0,0,0,6.8597,6.8809,6.8663,6.8728,0.38345,6.4054,-0.10237,-3.0061,0.0074062,-3.2494
14.53,-13.588,3.1357,3.6651,-0.1166,0.065908,-0.85349,0.50361,-2.7412,-4.7939,0.02716,0.25212,-0.52648,-0.078663,2.9174,0.054265,0.79083,0,0,0,6.8597,6.8811,6.8661,6.8725,0.3533,6.4052,-0.13488,-3.023,-0.056003,-3.2529
14.54,-13.616,3.0878,3.6654,-0.11809,0.063726,-0.85231,0.50553,-2.712,-4.793,0.035061,0.25175,-0.52649,-0.078669,2.9207,0.11831,0.78932,0,0,0,6.8598,6.8813,6.866,6.8722,0.32299,6.4043,-0.16743,-3.0403,-0.11946,-3.2556
14.55,-13.643,3.0399,3.6658,-0.11957,0.061544,-0.85113,0.50744,-2.6828,-4.7915,0.042946,0.2514,-0.52646,-0.078677,2.9238,0.18235,0.78748,0,0,0,6.8599,6.8815,6.8659,6.8719,0.2925,6.4028,-0.19999,-3.058,-0.18296,-3.2576
14.56,-13.669,2.992,3.6663,-0.12106,0.059361,-0.84994,0.50933,-2.6535,-4.7893,0.05081,0.25106,-0.52639,-0.078687,2.9266,0.24637,0.78532,0,0,0,6.8599,6.8818,6.8657,6.8715,0.26183,6.4006,-0.23258,-3.0761,-0.24654,-3.2587
14.57,-13.696,2.9441,3.6668,-0.12255,0.057177,-0.84875,0.51121,-2.6242,-4.7866,0.058651,0.25074,-0.52627,-0.0787,2.9291,0.31036,0.78283,0,0,0,6.86,6.882,6.8655,6.8711,0.23097,6.3978,-0.26517,-3.0946,-0.31019,-3.2591
14.58,-13.722,2.8962,3.6674,-0.12404,0.054993,-0.84756,0.51306,-2.5949,-4.7831,0.066465,0.25043,-0.52612,-0.078714,2.9312,0.37432,0.78001,0,0,0,6.86,6.8822,6.8653,6.8708,0.19993,6.3944,-0.29775,-3.1136,-0.37393,-3.2586
14.59,-13.747,2.8484,3.6681,-0.12552,0.052808,-0.84637,0.5149,-2.5656,-4.7791,0.07425,0.25014,-0.52593,-0.078731,2.9331,0.43825,0.77687,0,0,0,6.86,6.8824,6.865,6.8703,0.1687,6.3904,-0.33034,-3.1331,-0.43777,-3.2575
14.6,-13.773,2.8007,3.6689,-0.12701,0.050622,-0.84517,0.51672,-2.5363,-4.7744,0.082002,0.24986,-0.5257,-0.07875,2.9346,0.50213,0.77341,0,0,0,6.86,6.8826,6.8647,6.8699,0.13727,6.3857,-0.3629,-3.1531,-0.50173,-3.2556
14.61,-13.798,2.753,3.6698,-0.12849,0.048436,-0.84397,0.51852,-2.5069,-4.769,0.089717,0.24961,-0.52544,-0.078771,2.9358,0.56596,0.76961,0,0,0,6.8601,6.8829,6.8644,6.8694,0.10564,6.3803,-0.39544,-3.1737,-0.56581,-3.2529
14.62,-13.823,2.7053,3.6707,-0.12997,0.04625,-0.84276,0.52031,-2.4776,-4.7631,0.097393,0.24937,-0.52513,-0.078795,2.9367,0.62973,0.7655,0,0,0,6.8601,6.8831,6.8641,6.8689,0.073793,6.3743,-0.42796,-3.1948,-0.63004,-3.2495
14.63,-13.848,2.6577,3.6717,-0.13146,0.044064,-0.84155,0.52208,-2.4482,-4.7564,0.10503,0.24915,-0.52478,-0.078822,2.9373,0.69344,0.76106,0,0,0,6.86,6.8833,6.8637,6.8684,0.041738,6.3677,-0.46043,-3.2164,-0.69441,-3.2454
14.64,-13.872,2.6102,3.6728,-0.13294,0.041877,-0.84034,0.52383,-2.4188,-4.7492,0.11261,0.24896,-0.52439,-0.078851,2.9375,0.75708,0.75629,0,0,0,6.86,6.8835,6.8633,6.8678,0.0094632,6.3605,-0.49286,-3.2386,-0.75894,-3.2406
14.65,-13.896,2.5627,3.674,-0.13441,0.03969,-0.83913,0.52557,-2.3894,-4.7413,0.12015,0.24878,-0.52396,-0.078884,2.9375,0.82065,0.7512,0,0,0,6.86,6.8837,6.8628,6.8672,-0.023037,6.3525,-0.52524,-3.2615,-0.82364,-3.235
14.66,-13.92,2.5153,3.6752,-0.13589,0.037503,-0.83791,0.52729,-2.3601,-4.7328,0.12764,0.24863,-0.52349,-0.07892,2.9371,0.88413,0.74578,0,0,0,6.8599,6.8839,6.8624,6.8666,-0.055769,6.344,-0.55756,-3.285,-0.88853,-3.2288
14.67,-13.943,2.4681,3.6765,-0.13736,0.035315,-0.83669,0.529,-2.3307,-4.7236,0.13507,0.2485,-0.52298,-0.078958,2.9363,0.94753,0.74005,0,0,0,6.8599,6.8841,6.8618,6.8659,-0.088739,6.3348,-0.58981,-3.3091,-0.95362,-3.2219
14.68,-13.966,2.4209,3.6779,-0.13883,0.033128,-0.83547,0.53069,-2.3013,-4.7138,0.14244,0.2484,-0.52243,-0.079001,2.9353,1.0108,0.73399,0,0,0,6.8598,6.8843,6.8613,6.8652,-0.12195,6.3249,-0.622,-3.3339,-1.0189,-3.2143
14.69,-13.989,2.3738,3.6794,-0.14029,0.030941,-0.83424,0.53236,-2.272,-4.7034,0.14974,0.24832,-0.52184,-0.079046,2.9339,1.074,0.72761,0,0,0,6.8597,6.8845,6.8607,6.8645,-0.15542,6.3144,-0.6541,-3.3594,-1.0844,-3.206
14.7,-14.012,2.3268,3.6809,-0.14175,0.028754,-0.83301,0.53402,-2.2427,-4.6923,0.15699,0.24826,-0.5212,-0.079096,2.9322,1.1371,0.72091,0,0,0,6.8597,6.8847,6.86,6.8637,-0.18914,6.3032,-0.68611,-3.3856,-1.1502,-3.1971
14.71,-14.034,2.2799,3.6825,-0.14321,0.026567,-0.83177,0.53567,-2.2134,-4.6807,0.16416,0.24823,-0.52053,-0.079149,2.9301,1.2001,0.71389,0,0,0,6.8596,6.8848,6.8593,6.8629,-0.22313,6.2914,-0.71804,-3.4125,-1.2162,-3.1875
14.72,-14.056,2.2332,3.6842,-0.14466,0.02438,-0.83054,0.5373,-2.1841,-4.6683,0.17126,0.24824,-0.51981,-0.079207,2.9277,1.2629,0.70655,0,0,0,6.8594,6.885,6.8586,6.862,-0.25739,6.2789,-0.74986,-3.4401,-1.2824,-3.1773
14.73,-14.078,2.1866,3.6859,-0.14611,0.022193,-0.8293,0.53891,-2.1548,-4.6554,0.17829,0.24826,-0.51905,-0.079269,2.925,1.3257,0.69889,0,0,0,6.8593,6.8852,6.8578,6.8611,-0.29194,6.2657,-0.78158,-3.4686,-1.3489,-3.1664
14.74,-14.099,2.1401,3.6878,-0.14756,0.020006,-0.82805,0.54051,-2.1256,-4.6418,0.18524,0.24832,-0.51825,-0.079335,2.9219,1.3882,0.69091,0,0,0,6.8592,6.8854,6.8569,6.8602,-0.32677,6.2519,-0.81319,-3.4978,-1.4157,-3.1549
14.75,-14.12,2.0937,3.6896,-0.149,0.01782,-0.82681,0.5421,-2.0964,-4.6276,0.19211,0.24841,-0.51741,-0.079406,2.9184,1.4507,0.68263,0,0,0,6.859,6.8855,6.856,6.8591,-0.3619,6.2374,-0.84468,-3.5278,-1.4827,-3.1427
14.76,-14.141,2.0475,3.6916,-0.15043,0.015634,-0.82556,0.54368,-2.0672,-4.6128,0.19889,0.24854,-0.51653,-0.079482,2.9146,1.513,0.67402,0,0,0,6.8588,6.8857,6.8551,6.8581,-0.39733,6.2223,-0.87604,-3.5586,-1.55,-3.1298
14.77,-14.162,2.0015,3.6936,-0.15186,0.013448,-0.8243,0.54524,-2.0381,-4.5974,0.20559,0.24869,-0.5156,-0.079563,2.9105,1.5751,0.66511,0,0,0,6.8587,6.8858,6.8541,6.8569,-0.43307,6.2064,-0.90727,-3.5902,-1.6173,-3.1161
14.78,-14.182,1.9556,3.6957,-0.15328,0.011263,-0.82305,0.54678,-2.009,-4.5813,0.21219,0.24888,-0.51463,-0.079649,2.906,1.6371,0.65588,0,0,0,6.8585,6.886,6.853,6.8558,-0.46913,6.1899,-0.93836,-3.6225,-1.6848,-3.1016
14.79,-14.202,1.9099,3.6979,-0.1547,0.0090779,-0.82179,0.54832,-1.98,-4.5646,0.2187,0.24911,-0.51362,-0.079741,2.9011,1.6989,0.64634,0,0,0,6.8582,6.8861,6.8518,6.8545,-0.50552,6.1727,-0.9693,-3.6556,-1.7524,-3.0863
14.8,-14.222,1.8643,3.7001,-0.15611,0.0068932,-0.82052,0.54984,-1.951,-4.5473,0.22512,0.24937,-0.51256,-0.079839,2.8959,1.7606,0.63649,0,0,0,6.858,6.8863,6.8506,6.8532,-0.54225,6.1549,-1.0001,-3.6894,-1.8201,-3.07
14.81,-14.241,1.8189,3.7024,-0.15751,0.0047089,-0.81926,0.55135,-1.922,-4.5294,0.23143,0.24967,-0.51146,-0.079944,2.8903,1.822,0.62634,0,0,0,6.8578,6.8864,6.8493,6.8518,-0.57931,6.1363,-1.0307,-3.724,-1.8877,-3.0527
14.82,-14.26,1.7737,3.7047,-0.15891,0.002525,-0.81799,0.55284,-1.8932,-4.5109,0.23764,0.25001,-0.51032,-0.080055,2.8843,1.8833,0.61588,0,0,0,6.8575,6.8865,6.848,6.8504,-0.61673,6.1171,-1.0611,-3.7594,-1.9554,-3.0344
14.83,-14.279,1.7287,3.7071,-0.16029,0.00034148,-0.81672,0.55432,-1.8644,-4.4918,0.24375,0.25038,-0.50913,-0.080172,2.8779,1.9444,0.60512,0,0,0,6.8573,6.8867,6.8465,6.8489,-0.6545,6.0972,-1.0914,-3.7955,-2.0229,-3.0151
14.84,-14.297,1.6839,3.7096,-0.16167,-0.0018417,-0.81544,0.5558,-1.8356,-4.472,0.24975,0.2508,-0.50791,-0.080297,2.8712,2.0052,0.59405,0,0,0,6.857,6.8868,6.845,6.8473,-0.69264,6.0766,-1.1214,-3.8323,-2.0904,-2.9947
14.85,-14.316,1.6393,3.7121,-0.16305,-0.0040245,-0.81417,0.55725,-1.8069,-4.4517,0.25563,0.25127,-0.50663,-0.08043,2.8641,2.0659,0.58269,0,0,0,6.8567,6.8869,6.8434,6.8456,-0.73115,6.0554,-1.1513,-3.8698,-2.1578,-2.9731
14.86,-14.333,1.5948,3.7147,-0.16441,-0.0062069,-0.81289,0.5587,-1.7783,-4.4307,0.2614,0.25177,-0.50532,-0.08057,2.8566,2.1263,0.57103,0,0,0,6.8564,6.887,6.8417,6.8439,-0.77004,6.0335,-1.1809,-3.9081,-2.225,-2.9504
14.87,-14.351,1.5506,3.7173,-0.16577,-0.0083889,-0.8116,0.56014,-1.7498,-4.4091,0.26705,0.25232,-0.50396,-0.080719,2.8487,2.1866,0.55907,0,0,0,6.8561,6.8871,6.84,6.8421,-0.80932,6.0109,-1.2103,-3.9472,-2.292,-2.9264
14.88,-14.368,1.5067,3.72,-0.16711,-0.010571,-0.81032,0.56156,-1.7214,-4.387,0.27258,0.25292,-0.50256,-0.080876,2.8404,2.2466,0.54682,0,0,0,6.8558,6.8872,6.8381,6.8402,-0.84899,5.9877,-1.2394,-3.9869,-2.3587,-2.9011
14.89,-14.386,1.4629,3.7228,-0.16845,-0.012752,-0.80903,0.56297,-1.693,-4.3642,0.27798,0.25357,-0.50112,-0.081043,2.8317,2.3063,0.53428,0,0,0,6.8554,6.8873,6.8362,6.8382,-0.88906,5.9637,-1.2683,-4.0273,-2.4252,-2.8745
14.9,-14.402,1.4194,3.7256,-0.16978,-0.014933,-0.80774,0.56437,-1.6647,-4.3408,0.28326,0.25427,-0.49963,-0.081218,2.8226,2.3658,0.52146,0,0,0,6.8551,6.8874,6.8341,6.8361,-0.92954,5.9392,-1.2969,-4.0685,-2.4913,-2.8464
14.91,-14.419,1.3761,3.7285,-0.1711,-0.017114,-0.80644,0.56576,-1.6365,-4.3169,0.28841,0.25501,-0.4981,-0.081404,2.8131,2.4251,0.50835,0,0,0,6.8547,6.8875,6.832,6.8339,-0.97043,5.9139,-1.3252,-4.1104,-2.5571,-2.817
14.92,-14.435,1.3331,3.7314,-0.1724,-0.019295,-0.80514,0.56714,-1.6085,-4.2923,0.29343,0.25581,-0.49653,-0.0816,2.8032,2.4841,0.49495,0,0,0,6.8543,6.8876,6.8297,6.8317,-1.0117,5.888,-1.3532,-4.1529,-2.6225,-2.7861
14.93,-14.451,1.2903,3.7343,-0.1737,-0.021476,-0.80384,0.56851,-1.5805,-4.2672,0.29831,0.25667,-0.49492,-0.081807,2.7929,2.5429,0.48128,0,0,0,6.8539,6.8877,6.8274,6.8293,-1.0535,5.8615,-1.3809,-4.1962,-2.6875,-2.7536
