t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
14.94,-14.467,1.2477,3.7373,-0.17499,-0.023656,-0.80254,0.56986,-1.5526,-4.2415,0.30305,0.25757,-0.49326,-0.082025,2.7821,2.6013,0.46734,0,0,0,6.8535,6.8878,6.8249,6.8269,-1.0957,5.8343,-1.4083,-4.2402,-2.7521,-2.7196
14.95,-14.482,1.2054,3.7404,-0.17626,-0.025837,-0.80124,0.57121,-1.5248,-4.2152,0.30766,0.25854,-0.49156,-0.082254,2.7709,2.6595,0.45312,0,0,0,6.8531,6.8879,6.8224,6.8243,-1.1383,5.8064,-1.4353,-4.2848,-2.8161,-2.684
14.96,-14.497,1.1634,3.7435,-0.17752,-0.028018,-0.79993,0.57255,-1.4972,-4.1883,0.31212,0.25956,-0.48982,-0.082496,2.7593,2.7175,0.43863,0,0,0,6.8526,6.8879,6.8197,6.8217,-1.1814,5.7779,-1.462,-4.3301,-2.8796,-2.6467
14.97,-14.512,1.1217,3.7466,-0.17878,-0.030199,-0.79862,0.57388,-1.4697,-4.1608,0.31643,0.26065,-0.48803,-0.08275,2.7473,2.7751,0.42388,0,0,0,6.8522,6.888,6.817,6.8189,-1.2249,5.7488,-1.4882,-4.3761,-2.9426,-2.6077
14.98,-14.527,1.0802,3.7498,-0.18001,-0.03238,-0.79731,0.57519,-1.4422,-4.1328,0.32059,0.26179,-0.4862,-0.083018,2.7348,2.8324,0.40887,0,0,0,6.8517,6.8881,6.8141,6.816,-1.2689,5.7191,-1.5141,-4.4228,-3.0049,-2.567
14.99,-14.541,1.039,3.753,-0.18124,-0.034561,-0.79599,0.5765,-1.415,-4.1042,0.3246,0.263,-0.48433,-0.083299,2.7219,2.8895,0.3936,0,0,0,6.8512,6.8882,6.8111,6.8131,-1.3134,5.6887,-1.5396,-4.4701,-3.0666,-2.5244
15,-14.555,0.99811,3.7563,-0.18245,-0.036743,-0.79468,0.5778,-1.3878,-4.075,0.32846,0.26427,-0.48242,-0.083594,2.7086,2.9462,0.37808,0,0,0,6.8507,6.8882,6.808,6.81,-1.3583,5.6578,-1.5646,-4.5181,-3.1276,-2.48
15.01,-14.569,0.95751,3.7596,-0.18365,-0.038925,-0.79336,0.57908,-1.3608,-4.0453,0.33217,0.26561,-0.48046,-0.083904,2.6948,3.0026,0.36231,0,0,0,6.8502,6.8883,6.8047,6.8068,-1.4037,5.6262,-1.5892,-4.5668,-3.1879,-2.4337
15.02,-14.582,0.91721,3.7629,-0.18484,-0.041108,-0.79204,0.58036,-1.3339,-4.015,0.33571,0.26702,-0.47846,-0.084229,2.6805,3.0587,0.3463,0,0,0,6.8497,6.8884,6.8014,6.8035,-1.4496,5.594,-1.6133,-4.6161,-3.2475,-2.3854
15.03,-14.595,0.87721,3.7663,-0.18601,-0.043292,-0.79072,0.58163,-1.3072,-3.9841,0.33909,0.26849,-0.47642,-0.08457,2.6658,3.1145,0.33004,0,0,0,6.8492,6.8884,6.7979,6.8001,-1.496,5.5612,-1.6369,-4.666,-3.3062,-2.3352
15.04,-14.608,0.83753,3.7697,-0.18716,-0.045476,-0.78939,0.58289,-1.2806,-3.9527,0.34231,0.27004,-0.47434,-0.084927,2.6506,3.17,0.31356,0,0,0,6.8486,6.8885,6.7943,6.7966,-1.543,5.5279,-1.66,-4.7166,-3.3641,-2.2829
15.05,-14.621,0.79816,3.7732,-0.18831,-0.047662,-0.78807,0.58414,-1.2542,-3.9207,0.34536,0.27166,-0.47221,-0.085301,2.6349,3.2251,0.29685,0,0,0,6.8481,6.8886,6.7906,6.793,-1.5904,5.494,-1.6825,-4.7679,-3.4212,-2.2286
15.06,-14.633,0.75912,3.7766,-0.18943,-0.049849,-0.78674,0.58538,-1.2279,-3.8882,0.34824,0.27335,-0.47004,-0.085693,2.6188,3.2798,0.27991,0,0,0,6.8475,6.8887,6.7868,6.7892,-1.6383,5.4595,-1.7045,-4.8198,-3.4774,-2.1721
15.07,-14.645,0.7204,3.7801,-0.19054,-0.052037,-0.78541,0.58661,-1.2018,-3.8551,0.35096,0.27512,-0.46783,-0.086102,2.6021,3.3343,0.26276,0,0,0,6.847,6.8887,6.7828,6.7853,-1.6868,5.4244,-1.726,-4.8723,-3.5326,-2.1134
15.08,-14.657,0.68202,3.7837,-0.19164,-0.054226,-0.78408,0.58784,-1.1759,-3.8215,0.3535,0.27697,-0.46557,-0.086531,2.585,3.3883,0.24539,0,0,0,6.8464,6.8888,6.7788,6.7813,-1.7358,5.3888,-1.7468,-4.9254,-3.5869,-2.0525
15.09,-14.669,0.64397,3.7872,-0.19271,-0.056418,-0.78275,0.58905,-1.1501,-3.7873,0.35587,0.2789,-0.46327,-0.086978,2.5674,3.442,0.22782,0,0,0,6.8458,6.8889,6.7746,6.7772,-1.7853,5.3527,-1.767,-4.9791,-3.6402,-1.9894
15.1,-14.68,0.60627,3.7908,-0.19377,-0.058611,-0.78142,0.59026,-1.1245,-3.7526,0.35806,0.28091,-0.46093,-0.087446,2.5493,3.4954,0.21006,0,0,0,6.8453,6.889,6.7702,6.773,-1.8354,5.316,-1.7866,-5.0335,-3.6924,-1.9239
15.11,-14.691,0.56892,3.7944,-0.19482,-0.060805,-0.78008,0.59145,-1.0991,-3.7174,0.36007,0.283,-0.45854,-0.087933,2.5307,3.5483,0.19209,0,0,0,6.8447,6.8891,6.7658,6.7687,-1.886,5.2788,-1.8055,-5.0885,-3.7435,-1.8561
15.12,-14.702,0.53192,3.798,-0.19584,-0.063003,-0.77875,0.59264,-1.0739,-3.6817,0.3619,0.28517,-0.4561,-0.088442,2.5116,3.6009,0.17395,0,0,0,6.8441,6.8892,6.7612,6.7642,-1.9371,5.2411,-1.8237,-5.144,-3.7936,-1.7858
15.13,-14.713,0.49529,3.8016,-0.19685,-0.065202,-0.77742,0.59382,-1.0489,-3.6454,0.36354,0.28743,-0.45362,-0.088973,2.492,3.6532,0.15562,0,0,0,6.8435,6.8894,6.7565,6.7596,-1.9888,5.203,-1.8412,-5.2002,-3.8425,-1.7131
15.14,-14.723,0.45902,3.8052,-0.19784,-0.067404,-0.77608,0.59499,-1.0241,-3.6086,0.36501,0.28978,-0.4511,-0.089526,2.4718,3.705,0.13713,0,0,0,6.8429,6.8895,6.7517,6.7549,-2.0411,5.1643,-1.8579,-5.2567,-3.8912,-1.6378
15.15,-14.733,0.42312,3.8089,-0.1988,-0.069609,-0.77475,0.59616,-0.99945,-3.5713,0.36629,0.29222,-0.44853,-0.090102,2.4512,3.7564,0.11847,0,0,0,6.8422,6.8896,6.7469,6.7502,-2.094,5.1251,-1.8739,-5.3125,-3.9435,-1.5594
15.16,-14.743,0.38759,3.8126,-0.19975,-0.071817,-0.77341,0.59731,-0.97504,-3.5335,0.36738,0.29474,-0.4459,-0.0907,2.4299,3.8075,0.099651,0,0,0,6.8414,6.8895,6.7421,6.7454,-2.1474,5.0854,-1.8891,-5.3663,-4.0036,-1.4775
15.17,-14.753,0.35245,3.8162,-0.20068,-0.074028,-0.77208,0.59845,-0.95085,-3.4952,0.36828,0.29734,-0.44321,-0.091318,2.4082,3.8582,0.080687,0,0,0,6.8404,6.8893,6.7375,6.7407,-2.2013,5.045,-1.9035,-5.4172,-4.0754,-1.3916
15.18,-14.762,0.31769,3.8199,-0.20159,-0.076242,-0.77074,0.59959,-0.92688,-3.4563,0.36899,0.30002,-0.44044,-0.091957,2.3859,3.9084,0.061585,0,0,0,6.8391,6.8889,6.7331,6.7361,-2.2557,5.0038,-1.9169,-5.4638,-4.1633,-1.3012
15.19,-14.771,0.28333,3.8236,-0.20247,-0.07846,-0.76941,0.60072,-0.90314,-3.417,0.36951,0.30278,-0.43758,-0.092612,2.3631,3.9582,0.042352,0,0,0,6.8374,6.8882,6.7289,6.7316,-2.3106,4.9617,-1.9295,-5.5052,-4.2713,-1.2058
15.2,-14.78,0.24935,3.8273,-0.20334,-0.080681,-0.76808,0.60183,-0.87962,-3.3772,0.36984,0.30559,-0.4346,-0.093281,2.3397,4.0076,0.022998,0,0,0,6.8354,6.8871,6.7252,6.7272,-2.3658,4.9183,-1.941,-5.5401,-4.4036,-1.1049
15.21,-14.789,0.21578,3.831,-0.20418,-0.082905,-0.76675,0.60294,-0.85634,-3.3368,0.36997,0.30845,-0.43149,-0.093961,2.3158,4.0566,0.0035347,0,0,0,6.8329,6.8857,6.7218,6.7232,-2.4213,4.8735,-1.9516,-5.5673,-4.5643,-0.99807
15.22,-14.797,0.18262,3.8347,-0.205,-0.085132,-0.76542,0.60404,-0.83331,-3.296,0.36991,0.31135,-0.42821,-0.094648,2.2913,4.1051,-0.016029,0,0,0,6.8298,6.8838,6.719,6.7194,-2.4771,4.8269,-1.961,-5.5858,-4.7575,-0.88482
15.23,-14.806,0.14986,3.8384,-0.20579,-0.087361,-0.76409,0.60513,-0.81052,-3.2547,0.36965,0.31427,-0.42474,-0.095336,2.2662,4.1531,-0.035681,0,0,0,6.8262,6.8814,6.7168,6.7159,-2.533,4.7782,-1.9692,-5.5943,-4.9875,-0.76465
15.24,-14.814,0.11753,3.8421,-0.20656,-0.089592,-0.76277,0.60621,-0.78799,-3.213,0.36919,0.31721,-0.42104,-0.09602,2.2406,4.2007,-0.055409,0,0,0,6.8219,6.8784,6.7153,6.7128,-2.5889,4.7271,-1.9762,-5.5918,-5.2582,-0.6371
15.25,-14.821,0.085607,3.8458,-0.2073,-0.091825,-0.76145,0.60729,-0.76571,-3.1707,0.36854,0.32013,-0.41707,-0.096695,2.2144,4.2477,-0.075201,0,0,0,6.8169,6.8748,6.7145,6.7101,-2.6448,4.6729,-1.9819,-5.577,-5.5739,-0.50166
15.26,-14.829,0.054113,3.8495,-0.20801,-0.094057,-0.76013,0.60835,-0.7437,-3.128,0.36769,0.32302,-0.4128,-0.097354,2.1877,4.2941,-0.095043,0,0,0,6.8111,6.8706,6.7145,6.7078,-2.7004,4.6154,-1.9862,-5.5488,-5.9387,-0.35787
15.27,-14.836,0.023048,3.8532,-0.2087,-0.096289,-0.75882,0.6094,-0.72196,-3.0848,0.36664,0.32586,-0.40818,-0.09799,2.1604,4.3399,-0.11492,0,0,0,6.8044,6.8656,6.7154,6.7061,-2.7557,4.554,-1.9891,-5.5062,-6.3567,-0.20523
15.28,-14.843,-0.0075823,3.8568,-0.20935,-0.098519,-0.75751,0.61045,-0.70049,-3.0412,0.36539,0.32863,-0.40316,-0.098594,2.1326,4.3852,-0.13482,0,0,0,6.7969,6.8599,6.7172,6.7048,-2.8105,4.4881,-1.9903,-5.4478,-6.832,-0.043265
15.29,-14.85,-0.037774,3.8605,-0.20998,-0.10074,-0.75621,0.61148,-0.67931,-2.9971,0.36394,0.33131,-0.39769,-0.09916,2.1042,4.4297,-0.15472,0,0,0,6.7883,6.8533,6.72,6.7041,-2.8646,4.4171,-1.9899,-5.3727,-7.3689,0.12851
15.3,-14.857,-0.067524,3.8641,-0.21057,-0.10296,-0.75491,0.61251,-0.65841,-2.9526,0.3623,0.33388,-0.39171,-0.099679,2.0753,4.4735,-0.17461,0,0,0,6.7788,6.8459,6.7239,6.704,-2.9179,4.3405,-1.9877,-5.2795,-7.9715,0.31057
15.31,-14.864,-0.096826,3.8677,-0.21112,-0.10518,-0.75362,0.61353,-0.6378,-2.9077,0.36045,0.33629,-0.38517,-0.10014,2.0459,4.5165,-0.19447,0,0,0,6.7681,6.8375,6.7288,6.7045,-2.9702,4.2575,-1.9837,-5.1676,-8.6425,0.50329
15.32,-14.87,-0.12568,3.8713,-0.21165,-0.10738,-0.75234,0.61454,-0.61749,-2.8623,0.35841,0.33855,-0.37801,-0.10054,2.0159,4.5586,-0.21428,0,0,0,6.7565,6.8284,6.7348,6.7056,-3.0212,4.1674,-1.9776,-5.0377,-9.3789,0.70645
15.33,-14.876,-0.15407,3.8749,-0.21213,-0.10957,-0.75107,0.61554,-0.59748,-2.8165,0.35617,0.34061,-0.37018,-0.10086,1.9855,4.5998,-0.23402,0,0,0,6.7439,6.8184,6.7416,6.7071,-3.0709,4.0697,-1.9695,-4.8914,-10.176,0.91965
15.34,-14.882,-0.182,3.8784,-0.21257,-0.11174,-0.74981,0.61653,-0.57778,-2.7703,0.35373,0.34246,-0.36161,-0.1011,1.9545,4.64,-0.25366,0,0,0,6.7305,6.8078,6.7492,6.7089,-3.119,3.9637,-1.9592,-4.73,-11.027,1.1425
15.35,-14.887,-0.20948,3.8819,-0.21298,-0.1139,-0.74856,0.61752,-0.5584,-2.7237,0.35109,0.34409,-0.35228,-0.10126,1.9231,4.6791,-0.27319,0,0,0,6.7163,6.7965,6.7574,6.711,-3.1654,3.849,-1.9466,-4.5549,-11.929,1.3746
15.36,-14.893,-0.23648,3.8854,-0.21333,-0.11603,-0.74732,0.61849,-0.53932,-2.6767,0.34826,0.34548,-0.34213,-0.10132,1.8912,4.7169,-0.29258,0,0,0,6.7015,6.7847,6.7661,6.7133,-3.21,3.725,-1.9317,-4.3676,-12.876,1.6156
15.37,-14.898,-0.26301,3.8889,-0.21365,-0.11813,-0.7461,0.61947,-0.52057,-2.6294,0.34524,0.34662,-0.33113,-0.10129,1.8589,4.7535,-0.31182,0,0,0,6.686,6.7724,6.7751,6.7158,-3.2527,3.5913,-1.9143,-4.1694,-13.863,1.865
15.38,-14.903,-0.28906,3.8923,-0.21391,-0.12021,-0.74489,0.62043,-0.50215,-2.5817,0.34203,0.3475,-0.31923,-0.10116,1.8262,4.7887,-0.33086,0,0,0,6.67,6.7597,6.7844,6.7182,-3.2934,3.4476,-1.8943,-3.9618,-14.884,2.1225
15.39,-14.908,-0.31464,3.8958,-0.21412,-0.12225,-0.74369,0.6214,-0.48405,-2.5336,0.33863,0.34812,-0.30642,-0.10093,1.793,4.8224,-0.34969,0,0,0,6.6536,6.7467,6.7939,6.7205,-3.3319,3.2936,-1.8718,-3.7461,-15.935,2.3877
15.4,-14.913,-0.33973,3.8991,-0.21428,-0.12425,-0.74251,0.62235,-0.46629,-2.4852,0.33504,0.34848,-0.29266,-0.10059,1.7595,4.8546,-0.36829,0,0,0,6.6368,6.7334,6.8033,6.7227,-3.3683,3.1288,-1.8466,-3.5238,-17.01,2.6602
15.41,-14.918,-0.36434,3.9025,-0.21438,-0.12622,-0.74135,0.62331,-0.44886,-2.4365,0.33126,0.34856,-0.27792,-0.10015,1.7257,4.885,-0.38662,0,0,0,6.6197,6.7199,6.8126,6.7246,-3.4024,2.9533,-1.8186,-3.2963,-18.105,2.9395
15.42,-14.922,-0.38846,3.9057,-0.21442,-0.12813,-0.74021,0.62426,-0.43178,-2.3875,0.3273,0.34838,-0.26219,-0.099602,1.6915,4.9136,-0.40465,0,0,0,6.6023,6.7062,6.8217,6.7261,-3.4342,2.7667,-1.7877,-3.065,-19.215,3.2254
15.43,-14.926,-0.41209,3.909,-0.2144,-0.13,-0.73908,0.62521,-0.41503,-2.3383,0.32317,0.34794,-0.24544,-0.098953,1.657,4.9403,-0.42236,0,0,0,6.5847,6.6924,6.8303,6.7272,-3.4637,2.569,-1.754,-2.8313,-20.333,3.5173
15.44,-14.93,-0.43523,3.9122,-0.21432,-0.13181,-0.73798,0.62616,-0.39864,-2.2887,0.31886,0.34723,-0.22767,-0.098201,1.6222,4.9649,-0.43972,0,0,0,6.567,6.6786,6.8386,6.7277,-3.4908,2.36,-1.7174,-2.5966,-21.456,3.8149
15.45,-14.934,-0.45787,3.9154,-0.21417,-0.13356,-0.7369,0.62711,-0.38259,-2.239,0.31438,0.34628,-0.20886,-0.09735,1.5872,4.9874,-0.4567,0,0,0,6.5493,6.6648,6.8462,6.7277,-3.5156,2.1398,-1.6777,-2.3623,-22.577,4.1179
15.46,-14.938,-0.48001,3.9185,-0.21395,-0.13525,-0.73585,0.62806,-0.36689,-2.189,0.30973,0.34508,-0.189,-0.096403,1.5519,5.0077,-0.47327,0,0,0,6.5315,6.651,6.853,6.7269,-3.5381,1.9085,-1.635,-2.1299,-23.693,4.4257
15.47,-14.942,-0.50165,3.9216,-0.21365,-0.13687,-0.73482,0.62902,-0.35155,-2.1388,0.30491,0.34366,-0.1681,-0.095364,1.5164,5.0256,-0.48939,0,0,0,6.5137,6.6373,6.8591,6.7254,-3.5582,1.666,-1.5892,-1.9007,-24.797,4.7381
15.48,-14.945,-0.52278,3.9246,-0.21328,-0.13842,-0.73381,0.62998,-0.33657,-2.0885,0.29994,0.34202,-0.14614,-0.094238,1.4808,5.041,-0.50504,0,0,0,6.496,6.6238,6.8643,6.723,-3.5761,1.4126,-1.5402,-1.676,-25.885,5.0545
15.49,-14.948,-0.54342,3.9276,-0.21283,-0.13989,-0.73283,0.63094,-0.32194,-2.038,0.29481,0.34017,-0.12312,-0.093029,1.4449,5.0538,-0.52018,0,0,0,6.4784,6.6104,6.8685,6.7197,-3.5918,1.1484,-1.4881,-1.4551,-26.954,5.3738
15.5,-14.951,-0.56354,3.9305,-0.2123,-0.14129,-0.73188,0.63192,-0.30767,-1.9874,0.28954,0.33814,-0.099056,-0.091742,1.4089,5.0639,-0.53479,0,0,0,6.4608,6.597,6.8718,6.7156,-3.6052,0.8736,-1.4328,-1.2361,-28.001,5.6944
15.51,-14.954,-0.58316,3.9334,-0.21168,-0.1426,-0.73096,0.63289,-0.29376,-1.9367,0.28412,0.33593,-0.073941,-0.090382,1.3728,5.0712,-0.54883,0,0,0,6.4432,6.5837,6.8741,6.7106,-3.6165,0.58845,-1.3742,-1.0173,-29.025,6.0146
15.52,-14.957,-0.60228,3.9362,-0.21098,-0.14382,-0.73007,0.63388,-0.28021,-1.886,0.27856,0.33354,-0.047782,-0.088954,1.3366,5.0756,-0.56226,0,0,0,6.4254,6.5702,6.8756,6.7049,-3.6256,0.29319,-1.3125,-0.79663,-30.022,6.333
15.53,-14.96,-0.62088,3.9389,-0.21018,-0.14494,-0.72921,0.63488,-0.26703,-1.8352,0.27288,0.33099,-0.020584,-0.087459,1.3003,5.0771,-0.57507,0,0,0,6.4076,6.5566,6.8762,6.6983,-3.6324,-0.011905,-1.2476,-0.5723,-30.992,6.6478
15.54,-14.963,-0.63898,3.9416,-0.20929,-0.14597,-0.72838,0.63589,-0.25421,-1.7845,0.26706,0.32827,0.0076451,-0.085903,1.264,5.0754,-0.5872,0,0,0,6.3896,6.5428,6.876,6.6909,-3.637,-0.32655,-1.1795,-0.34242,-31.931,6.9574
15.55,-14.965,-0.65657,3.9443,-0.20831,-0.1469,-0.72758,0.63691,-0.24175,-1.7337,0.26113,0.3254,0.036896,-0.084288,1.2276,5.0705,-0.59865,0,0,0,6.3714,6.5287,6.875,6.6828,-3.6392,-0.65042,-1.1084,-0.10512,-32.838,7.2603
15.56,-14.967,-0.67366,3.9469,-0.20722,-0.14773,-0.72682,0.63794,-0.22965,-1.6831,0.25509,0.32237,0.06716,-0.082615,1.1912,5.0623,-0.60936,0,0,0,6.3529,6.5143,6.8733,6.674,-3.6391,-0.98319,-1.0344,0.14148,-33.71,7.5548
15.57,-14.97,-0.69024,3.9494,-0.20603,-0.14844,-0.72609,0.63899,-0.21792,-1.6325,0.24895,0.31917,0.098423,-0.080887,1.1548,5.0508,-0.61932,0,0,0,6.334,6.4994,6.8708,6.6645,-3.6364,-1.3245,-0.95737,0.39926,-34.546,7.8393
15.58,-14.972,-0.70631,3.9518,-0.20473,-0.14904,-0.7254,0.64005,-0.20656,-1.5821,0.24271,0.31581,0.13067,-0.079106,1.1185,5.0358,-0.6285,0,0,0,6.3149,6.4841,6.8676,6.6544,-3.631,-1.674,-0.87761,0.67009,-35.342,8.1122
15.59,-14.974,-0.72188,3.9542,-0.20332,-0.14953,-0.72474,0.64113,-0.19556,-1.5318,0.23638,0.31228,0.1639,-0.077272,1.0822,5.0173,-0.63687,0,0,0,6.2953,6.4683,6.8639,6.6438,-3.6229,-2.0312,-0.79517,0.95585,-36.098,8.3719
15.6,-14.976,-0.73694,3.9566,-0.20181,-0.14989,-0.72412,0.64222,-0.18491,-1.4817,0.22997,0.30856,0.19807,-0.075386,1.046,4.9952,-0.6444,0,0,0,6.2753,6.4518,6.8595,6.6326,-3.6119,-2.3958,-0.71022,1.2584,-36.81,8.6168
15.61,-14.978,-0.75151,3.9588,-0.20017,-0.15013,-0.72354,0.64334,-0.17463,-1.4319,0.2235,0.30465,0.23318,-0.073448,1.01,4.9694,-0.65106,0,0,0,6.2549,6.4347,6.8546,6.6209,-3.5977,-2.7673,-0.62289,1.5797,-37.477,8.8453
15.62,-14.979,-0.76558,3.961,-0.19842,-0.15024,-0.72299,0.64446,-0.16471,-1.3824,0.21696,0.30054,0.2692,-0.071457,0.97408,4.9398,-0.65685,0,0,0,6.234,6.4169,6.8493,6.6088,-3.5802,-3.1452,-0.53337,1.9215,-38.096,9.0558
15.63,-14.981,-0.77916,3.9632,-0.19655,-0.15022,-0.72249,0.64561,-0.15515,-1.3331,0.21036,0.29619,0.30611,-0.069412,0.93838,4.9064,-0.66173,0,0,0,6.2126,6.3984,6.8435,6.5963,-3.5592,-3.529,-0.44184,2.2857,-38.666,9.2465
15.64,-14.982,-0.79225,3.9652,-0.19456,-0.15006,-0.72202,0.64678,-0.14595,-1.2842,0.20372,0.2916,0.34388,-0.067312,0.90291,4.8692,-0.66568,0,0,0,6.1906,6.379,6.8373,6.5835,-3.5344,-3.9183,-0.34851,2.6743,-39.183,9.4161
15.65,-14.984,-0.80485,3.9672,-0.19245,-0.14976,-0.72158,0.64796,-0.13709,-1.2358,0.19705,0.28675,0.38247,-0.065155,0.86771,4.828,-0.66869,0,0,0,6.1681,6.3588,6.8309,6.5705,-3.5056,-4.3125,-0.2536,3.0889,-39.647,9.5628
15.66,-14.985,-0.81696,3.9692,-0.19021,-0.14931,-0.72119,0.64916,-0.12859,-1.1877,0.19035,0.2816,0.42186,-0.062939,0.83281,4.7829,-0.67075,0,0,0,6.1452,6.3379,6.824,6.5571,-3.4725,-4.711,-0.15733,3.528,-40.051,9.6857
15.67,-14.986,-0.8286,3.971,-0.18784,-0.14871,-0.72083,0.65038,-0.12044,-1.1401,0.18364,0.27614,0.462,-0.060665,0.79827,4.7338,-0.67183,0,0,0,6.1221,6.3163,6.8167,6.5435,-3.435,-5.1133,-0.059961,3.9862,-40.39,9.785
15.68,-14.987,-0.83977,3.9728,-0.18534,-0.14797,-0.72052,0.65162,-0.11262,-1.093,0.17692,0.27035,0.50283,-0.058331,0.76413,4.6807,-0.67194,0,0,0,6.0989,6.2943,6.8086,6.5293,-3.3928,-5.5186,0.038286,4.4574,-40.654,9.8605
15.69,-14.989,-0.85047,3.9746,-0.18271,-0.14706,-0.72024,0.65288,-0.10515,-1.0465,0.1702,0.26423,0.54432,-0.055942,0.73043,4.6234,-0.67107,0,0,0,6.0759,6.2721,6.7996,6.5146,-3.3458,-5.9261,0.13717,4.936,-40.838,9.9123
15.7,-14.99,-0.8607,3.9763,-0.17995,-0.146,-0.71999,0.65415,-0.098013,-1.0006,0.1635,0.25777,0.58637,-0.053502,0.69723,4.5621,-0.6692,0,0,0,6.0532,6.2498,6.7896,6.4993,-3.294,-6.335,0.23645,5.4161,-40.932,9.9405
15.71,-14.991,-0.87048,3.9779,-0.17705,-0.14477,-0.71978,0.65544,-0.091205,-0.95528,0.15682,0.25096,0.62892,-0.051015,0.66457,4.4967,-0.66634,0,0,0,6.031,6.2277,6.7784,6.4833,-3.2375,-6.7444,0.3359,5.892,-40.93,9.945
15.72,-14.991,-0.87981,3.9794,-0.17403,-0.14338,-0.71961,0.65675,-0.08472,-0.91066,0.15018,0.24382,0.67189,-0.048489,0.63249,4.4272,-0.66248,0,0,0,6.0096,6.2058,6.7659,6.4666,-3.1762,-7.1533,0.43527,6.3577,-40.824,9.9259
15.73,-14.992,-0.88869,3.9809,-0.17086,-0.14181,-0.71947,0.65807,-0.078553,-0.86675,0.14358,0.23636,0.71516,-0.045933,0.60106,4.3537,-0.65763,0,0,0,5.9892,6.1844,6.7519,6.4491,-3.1104,-7.5605,0.53434,6.8075,-40.606,9.8833
15.74,-14.993,-0.89715,3.9823,-0.16757,-0.14008,-0.71936,0.65941,-0.072697,-0.8236,0.13703,0.2286,0.75864,-0.043356,0.5703,4.276,-0.65179,0,0,0,5.9699,6.1637,6.7363,6.4308,-3.0402,-7.965,0.63286,7.2356,-40.27,9.8172
15.75,-14.994,-0.90517,3.9836,-0.16414,-0.13816,-0.71929,0.66075,-0.067145,-0.78124,0.13055,0.22055,0.80219,-0.040769,0.54027,4.1944,-0.64498,0,0,0,5.952,6.1437,6.7191,6.4118,-2.9658,-8.3655,0.7306,7.6361,-39.806,9.7275
15.76,-14.994,-0.91277,3.9849,-0.16058,-0.13608,-0.71924,0.66211,-0.061889,-0.73972,0.12413,0.21225,0.84567,-0.038184,0.511,4.1088,-0.63719,0,0,0,5.9355,6.1246,6.7,6.392,-2.8876,-8.7607,0.82733,8.0033,-39.208,9.6144
15.77,-14.995,-0.91997,3.9861,-0.15689,-0.13382,-0.71922,0.66348,-0.056922,-0.69908,0.1178,0.20373,0.88894,-0.035613,0.48253,4.0192,-0.62843,0,0,0,5.9208,6.1065,6.6791,6.3716,-2.8058,-9.1492,0.92281,8.3313,-38.468,9.4778
15.78,-14.995,-0.92676,3.9872,-0.15306,-0.13138,-0.71922,0.66486,-0.052235,-0.65935,0.11157,0.19504,0.93182,-0.033072,0.45489,3.9258,-0.61873,0,0,0,5.908,6.0897,6.6563,6.3504,-2.7211,-9.5296,1.0168,8.6144,-37.579,9.3178
15.79,-14.996,-0.93316,3.9883,-0.14911,-0.12876,-0.71925,0.66624,-0.047821,-0.62058,0.10543,0.18622,0.97413,-0.030573,0.42812,3.8286,-0.6081,0,0,0,5.8972,6.0741,6.6316,6.3288,-2.6337,-9.9003,1.1091,8.8466,-36.532,9.1344
15.8,-14.996,-0.93917,3.9893,-0.14504,-0.12597,-0.71929,0.66762,-0.04367,-0.58279,0.099409,0.17732,1.0157,-0.028131,0.40222,3.7278,-0.59656,0,0,0,5.8886,6.0599,6.6048,6.3066,-2.5443,-10.26,1.1994,9.0223,-35.321,8.9277
15.81,-14.997,-0.94482,3.9903,-0.14084,-0.12301,-0.71935,0.66901,-0.039774,-0.54603,0.093505,0.16842,1.0562,-0.025763,0.37723,3.6235,-0.58412,0,0,0,5.8824,6.0472,6.5761,6.2842,-2.4535,-10.606,1.2876,9.1355,-33.938,8.6976
15.82,-14.997,-0.9501,3.9912,-0.13653,-0.11988,-0.71942,0.67039,-0.036122,-0.51033,0.087729,0.15958,1.0956,-0.023483,0.35316,3.5158,-0.57082,0,0,0,5.8786,6.0359,6.5455,6.2616,-2.3618,-10.938,1.3733,9.1806,-32.375,8.4442
15.83,-14.998,-0.95503,3.9921,-0.1321,-0.11658,-0.7195,0.67177,-0.032707,-0.47573,0.082091,0.15087,1.1335,-0.021305,0.33,3.4048,-0.55667,0,0,0,5.8773,6.0262,6.513,6.239,-2.2701,-11.253,1.4564,9.1557,-30.627,8.167
15.84,-14.998,-0.95962,3.9928,-0.12756,-0.11312,-0.71958,0.67315,-0.029519,-0.44225,0.076599,0.14238,1.1696,-0.019244,0.30775,3.2908,-0.5417,0,0,0,5.8782,6.0177,6.4791,6.2169,-2.1789,-11.55,1.5365,9.069,-28.696,7.8639
15.85,-14.998,-0.96388,3.9936,-0.12292,-0.10951,-0.71966,0.67452,-0.026549,-0.40992,0.07126,0.13415,1.2038,-0.017308,0.28642,3.1739,-0.52594,0,0,0,5.8813,6.0102,6.4442,6.1956,-2.0889,-11.826,1.6136,8.9298,-26.582,7.5326
